input,word_1,word_2,word_3,word_4,pos_1,pos_2,pos_3,pos_4,def_1,def_2,def_3,def_4,sent_1,sent_2,sent_3,sent_4,ipa,pic,speech
calepin,"CALEPIN,",,,,subst. masc.,,,,Recueil de renseignements :,,,,"1. La police a, comme on a déjà pu le voir d'ailleurs d'après la note demandée sur Peyrade, des dossiers, presque toujours exacts, sur toutes les familles et sur tous les individus dont la vie est suspecte, dont les actions sont répréhensibles. Elle n'ignore rien de toutes les déviations. Ce calepin universel, bilan des consciences, est aussi bien tenu que l'est celui de la Banque de France sur les fortunes.
Balzac, Splendeurs et misères des courtisanes,1847, p. 392.",,,,\kal.pɛ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/8/8f/LL-Q150_%28fra%29-Lepticed7-calepin.wav/LL-Q150_%28fra%29-Lepticed7-calepin.wav.mp3
feu,"FEU1,","Feutier,",,,subst. masc.,"subst. masc.,",,,Phénomène consistant en un dégagement de chaleur et de lumière produit par la combustion vive d'un corps.,Personne ayant la charge de s'occuper du chauffage des appartements d'une grande demeure.,,,Les Anciens regardaient le feu comme un des quatre éléments; l'action du feu sur un corps (Ac.1835-1932).,"Jalade, faussaire, libéré après avoir subi huit années de travaux forcés, [était, aux Tuileries, sous Louis XVIII] feutier en chef (Vidocq, Vrais myst. Paris,t. 1, 1844, p. 70).",,,\fø\,//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/New_Orleans_Fire_2005-09-02.jpg/170px-New_Orleans_Fire_2005-09-02.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/b/ba/Fr-feu.ogg/Fr-feu.ogg.mp3
manivelle,"MANIVELLE,",,,,subst. fém.,,,,"Pièce métallique, coudée deux fois à angle droit, comportant un maneton, servant à imprimer un mouvement de rotation à l'arbre ou à l'essieu sur lequel elle est clavetée, et qui est actionnée manuellement.",,,,"Le caissier presse sur un clavier chiffré, identique à celui des machines à calculer, tourne une manivelle et la recette se trouve enregistrée et totalisée (Pethoud,Organ. industr. et comm.,1931, p. 193).",,,,\ma.ni.vɛl\,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Window_Winder_After_%283102635823%29.jpg/220px-Window_Winder_After_%283102635823%29.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/b/bc/LL-Q150_%28fra%29-VictorDtmtc-manivelle.wav/LL-Q150_%28fra%29-VictorDtmtc-manivelle.wav.mp3
carcéral,"CARCÉRAL, ALE, AUX,",,,,adj.,,,,"Relatif à une prison, à la vie menée par les prisonniers; qui évoque une prison.",,,,"Elles [les fondations d'asiles] devinrent vite purement carcérales (H. Bazin, La Fin des asiles,1959, p. 14).",,,,\kaʁ.se.ʁal\,,//upload.wikimedia.org/wikipedia/commons/transcoded/b/ba/LL-Q150_%28fra%29-VictorDtmtc-carc%C3%A9ral.wav/LL-Q150_%28fra%29-VictorDtmtc-carc%C3%A9ral.wav.mp3
avenant,"ADVENANT, ANTE, AVENANT, ANTE,",,,,part. prés. et adj.,,,,Qui advient (cf. advenir A 1 et B).,,,,"1. Avenant s'emploie au Palais comme part. du verbe avenir : Le cas avenant que... le décès avenant de l'un des deux.
C.-M. Gattel, Nouveau dict. portatif de la langue française,1797.",,,,\a.v(ə.)nɑ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c5/LL-Q150_%28fra%29-Lepticed7-avenant.wav/LL-Q150_%28fra%29-Lepticed7-avenant.wav.mp3
intendance,"INTENDANCE,",,,,subst. fém.,,,,"Administration, gestion, direction de choses, d'affaires importantes.",,,,"Quoiqu'il eût l'intendance de mes bâtimens (Senancour, Obermann, t. 2, 1840, p. 115).",,,,\ɛ̃.tɑ̃.dɑ̃s\,,//upload.wikimedia.org/wikipedia/commons/transcoded/2/28/Fr-intendance.ogg/Fr-intendance.ogg.mp3
avachi,"AVACHIR,",,,,verbe trans.,,,,"Rendre lâche, mou, sans vigueur :",,,,"1. Tant pis, fit-il [Durtal], je vais me débarrasser de la bouteille de chartreuse en la fourrant dans mes trousses; la maman Bavoil en sera quitte pour gémir et me reprocher, une fois de plus, d'avachir les poches de mon pardessus.
Huysmans, L'Oblat,t. 1, 1903, p. 181.",,,,\a.va.ʃi\,,//upload.wikimedia.org/wikipedia/commons/transcoded/a/aa/LL-Q150_%28fra%29-VictorDtmtc-avachi.wav/LL-Q150_%28fra%29-VictorDtmtc-avachi.wav.mp3
rajeunir,"RAJEUNIR,","Rajeunisseur, -euse,",,,verbe,subst.,,,Faire qu'une personne retrouve un état physique et moral de personne plus jeune.,Personne qui rajeunit quelqu'un ou quelque chose.,,,"Le plan de Méphistophélès (...) commence par rajeunir Faust, au moyen d'un philtre (Nerval,Faust, 1840, p. 12).","Il paraît, dit-il [Bois-Doré au perruquier], que quand on commence à user d'artifice, il n'est plus possible de s'arrêter? − C'est la coutume, répondit le rajeunisseur; choisissez d'être ou de paraître (Sand,Beaux MM. Bois-Doré, t. 1, 1857, p. 40).",,,,,//upload.wikimedia.org/wikipedia/commons/transcoded/0/09/LL-Q150_%28fra%29-WikiLucas00-rajeunir.wav/LL-Q150_%28fra%29-WikiLucas00-rajeunir.wav.mp3
pelure,"PELURE,","Pelurer,",,,subst. fém.,"verbe trans.,",,,"Peau ou morceau de peau d'un fruit, d'un légume.",Peler.,,,"Ajouter à cette sauce, qui est un velouté, une poignée de pelures de champignons de couche (Gdes heures cuis. fr.,P. Montagné,1948, p.190).","Des soeurs, assises autour d'une table, pelurent des poires (Huysmans, Art mod., 1883, p.84).",,,\pə.lyʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/18/LL-Q150_%28fra%29-DenisdeShawi-pelure.wav/LL-Q150_%28fra%29-DenisdeShawi-pelure.wav.mp3
dissoner,"DISSON(N)ER,(DISSONER, DISSONNER)",,,,verbe intrans.,,,,Provoquer une rupture d'harmonie ou former un assemblage discordant.,,,,"Des intervalles mélodiques dont les termes dissonnent entre eux (Pirro, J. S. Bach,1919, p. 42):",,,,\di.sɔ.ne\,,//upload.wikimedia.org/wikipedia/commons/transcoded/2/20/LL-Q150_%28fra%29-Lyoko%C3%AF-dissoner.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-dissoner.wav.mp3
disgracié,"DISGRACIER,",,,,verbe trans.,,,,"Mettre une personne en disgrâce, lui retirer ses faveurs, ses bonnes grâces.",,,,"M. de Pomponne, (...) qui avait paru d'abord si bien réussir, fut brusquement disgracié en novembre 1679 (Sainte-Beuve, Port-Royal,t. 5 1859, p. 49):",,,,\dis.ɡʁa.sje\,,
grassouillet,"GRASSOUILLET, -ETTE,",,,,adj.,,,,"Un peu gras, qui a un peu d'embonpoint.",,,,"Une petite demoiselle (...) aux formes arrondies, aux mains rondelettes, aux pieds courts et grassouillets (Brillat-Sav., Physiol. goût,1825, p. 221).",,,,\ɡʁɑ.su.jɛ\,//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Welsh_Corgi_Cardigan_Dog_Frontal.jpg/220px-Welsh_Corgi_Cardigan_Dog_Frontal.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/0/05/Fr-Paris--grassouillet.ogg/Fr-Paris--grassouillet.ogg.mp3
balafré,"BALAFRER,",,,,verbe trans.,,,,Blesser en faisant une balafre généralement avec un instrument tranchant et spécialement au visage :,,,,"1. Ô chaos éternel! Prostituer l'enfance!
Ne valait-il pas mieux, sur ce lit sans défense,
Balafrer ce beau corps au tranchant d'une faux,
Prendre ce cou de neige et lui tordre les os?
Musset, Rolla,1833, p. 16.",,,,\ba.la.fʁe\,,//upload.wikimedia.org/wikipedia/commons/transcoded/4/47/LL-Q150_%28fra%29-Kiminou1-balafr%C3%A9.wav/LL-Q150_%28fra%29-Kiminou1-balafr%C3%A9.wav.mp3
potiron,"POTIRON,","Potironner,",,,subst. masc.,"verbe intrans.,",,,"Nom de divers gros champignons comestibles (agaric, bolet, coulemelle, etc.). (Dict. xixeet xxes.).",,,,L'espèce qu'on cultive le plus est le Potiron jaune commun (Bouillet1859).,"Je voyais de mes fenêtres les deux potirons jumeaux, Alfred et Clément Caumont, potironner côte à côte dans une paix profonde. Mais je voyais souvent dans la cour Jean (...) battre comme plâtre son frère Alphonse (A. France, Pt Pierre, 1918, p. 126).",,,\pɔ.ti.ʁɔ̃\,//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Pumpkin_J1.jpg/220px-Pumpkin_J1.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/9/99/Fr-potiron.ogg/Fr-potiron.ogg.mp3
poitrail,"POITRAIL,","Poitraille,",,,subst. masc.,"subst. fém.,",,,Partie du harnais couvrant la poitrine du cheval et relié à la selle afin de l'empêcher de glisser vers l'arrière:,,,,". ... superbe cheval arabe de Madame Jorelle; harnais de velours bleu plaqué d'argent; poitrail de bosses du même métal sculpté, qui flottent en guirlandes et résonnent sur le poitrail de ce bel animal.
Lamart., Voy. Orient, t.1, 1835, p.186.","La Toilette [tableau], représentant une femme décolletée, avançant sur la sortie de sa poitraille, un sommet de chignon et un bout de pif (...) fleure à plein nez la prostituée qui nous est chère (Huysmans, Art mod., 1883, p.176).",,,\pwa.tʁaj\,,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c7/LL-Q150_%28fra%29-DSwissK-poitrail.wav/LL-Q150_%28fra%29-DSwissK-poitrail.wav.mp3
surintendant,"SURINTENDANT,",,,,subst. masc.,,,,"Dans certaines Églises réformées, pasteur qui exerce une autorité de présidence dans une circonscription ecclésiastique.",,,,"Le gouvernement de Louis XIV était donc dans le vrai, à son point de vue, en établissant l'Académie des beaux-arts; car il admettait qu'il y eût une architecture officielle, et la preuve, c'est que tous les projets de bâtiments qui s'élevaient sur la surface du royaume, étaient soumis à l'examen du surintendant Lebrun (Viollet-Le-Duc, Archit., 1872, p. 149).",,,,\sy.ʁɛ̃.tɑ̃.dɑ̃\,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Colbert1666.jpg/220px-Colbert1666.jpg,
déteindre,"DÉTEINDRE,",,,,verbe.,,,,Enlever la couleur ou la teinture de.,,,,"L'humidité avait encore déteint la vieille enseigne verte (Zola, Bonh. dames,1883, p. 588).",,,,\de.tɛ̃dʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/3/31/LL-Q150_%28fra%29-Lyoko%C3%AF-d%C3%A9teindre.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-d%C3%A9teindre.wav.mp3
fumoir,"FUMOIR,",,,,subst. masc.,,,,Endroit où l'on fume les aliments; dispositif servant à les fumer.,,,,"Au bout, une petite cheminée, montée sur un four et garnie d'un fumoir, servait pour les grillades (Zola, Ventre Paris,1873, p. 682).",,,,\fy.mwaʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Fumoir_%C3%A0_poisson.jpg/220px-Fumoir_%C3%A0_poisson.jpg,
éclaircie,"ÉCLAIRCIE,",,,,subst. fém.,,,,"Espace clair, dégagé, s'ouvrant sur un fond plus sombre.",,,,"La chemise ouverte, laissant entrevoir sous le brouillard des malines des éclaircies de peau blanche (Huysmans, Marthe,1876, p. 118).",,,,\e.klɛʁ.si\,,//upload.wikimedia.org/wikipedia/commons/transcoded/f/f7/LL-Q150_%28fra%29-0x010C-%C3%A9claircie.wav/LL-Q150_%28fra%29-0x010C-%C3%A9claircie.wav.mp3
atteler,"ATTELER,",,,,verbe trans.,,,,"Attacher un cheval, un bœuf à une voiture, une charrue, etc., qu'il doit tirer.",,,,"atteler les cavales ailées au char rapide (Moréas, Sylves,1896, p. 167):",,,,\a.tle\,,//upload.wikimedia.org/wikipedia/commons/transcoded/7/7c/Fr-atteler.ogg/Fr-atteler.ogg.mp3
balafre,"BALAFRE,",,,,subst. fém.,,,,"Blessure de forme allongée, généralement faite par une arme tranchante, spécialement au visage :",,,,"1. À travers les déchirures de sa tunique on apercevait ses épaules rayées par de longues balafres.
Flaubert, Salammbô,t. 1, 1863, p. 8.",,,,\ba.lafʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/6/65/Fr-balafre.ogg/Fr-balafre.ogg.mp3
châtellenie,"CHÂTELLENIE,",,,,subst. fém.,,,,Seigneurie ou juridiction du seigneur châtelain.,,,,"Après avoir acheté notre Huchière, avec la châtellenie et la seigneurie, ils [les Babud] ont pris le nom de Saligny qui est un des villages (Morand, Parfaite de Saligny,1947, p. 106).",,,,\ʃa.tɛ.lə.ni\,,
caler,"CALER1,",,,,verbe.,,,,Faire descendre dans l'eau.,,,,"[Le navire], il calait sept pieds, et, chargé, quatorze (Hugo, Les Travailleurs de la mer,1866, p. 102).",,,,\ka.le\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/11/LL-Q150_%28fra%29-WikiLucas00-caler.wav/LL-Q150_%28fra%29-WikiLucas00-caler.wav.mp3
pèlerine,"PÈLERIN, -INE,",,,,subst.,,,,Personne qui fait un pèlerinage.,,,,"Il faisait à pied, son bâton de pèlerin à la main, quelque pieuse visite à la trappe ou à Marmoutiers, ou dans tout autre de ces lieux célèbres par la dévotion des peuples (Sainte-Beuve, Port-Royal, t.3, 1848, p.544).",,,,\pɛl.ʁin\,//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Pelerine1911.jpg/220px-Pelerine1911.jpg,
vase,"VASE1,",,,,subst. masc.,,,,Récipient destiné à contenir des liquides.,,,,"Il tressaillit en m'apercevant; et, dans son effroi, il laissa tomber un vase plein de vin qu'il tenoit (Genlis, Chev. Cygne, t. 1, 1795, p. 201).",,,,\vɑz\,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Agate-vases.jpg/220px-Agate-vases.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/4/40/Fr-vase.ogg/Fr-vase.ogg.mp3
interloqué,"INTERLOQUER,","Interlocuter,",,,verbe trans.,"verbe trans.,",,,En interrompre le déroulement par un jugement interlocutoire.,,,,"Eh bien! dites-moi tout de suite : est-ce que je suis jolie? Cette brusque question m'interloqua (Gide, Symph. pastor.,1919, p. 896).","Je me permettrai pourtant de faire remarquer au juge qui m'interlocute, qu'avec un motif pareil, je n'y couperai pas de mes trente jours (Courteline, Gend. sans pitié,1899, 3, p. 177).",,,\ɛ̃.tɛʁ.lɔ.ke\,,
foulard,"FOULARD1,",,,,subst. masc.,,,,"Étoffe très légère de soie, de soie et de coton, de fibres artificielles.",,,,"Ceux [des mouchoirs] à large ourlet en foulard gris perle sont d'un grand cachet, plus même peut-être que ceux tout en foulard rose ou bleu avec des plissés en pareil (Mallarmé, Dern. mode,1874, p. 746).",,,,\fu.laʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Benoit_Pierre_Emery_silk_scarf.jpg/220px-Benoit_Pierre_Emery_silk_scarf.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/0/05/LL-Q150_%28fra%29-VictorDtmtc-foulard.wav/LL-Q150_%28fra%29-VictorDtmtc-foulard.wav.mp3
nue,"NU2, NUE,",,,,adj. et subst.,,,,"Qui n'est pas, qui est peu vêtu:",,,,"1. «L'éternel Dieu appela Adam, et lui dit: Où es-tu? Et il répondit: J'ai entendu ta voix dans le jardin, et j'ai craint, parce que j'étais nu, et je me suis caché. Et Dieu dit: Qui t'a montré que tu étais nu? N'as-tu pas mangé de l'arbre duquel je t'avais défendu de manger?» Ainsi Adam, par l'effet de la connaissance, ressent la honte, qui recèle ou entraîne à sa suite la crainte.
P. Leroux,Humanité,1840, p.538.",,,,\ny\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d8/LL-Q150_%28fra%29-0x010C-nue.wav/LL-Q150_%28fra%29-0x010C-nue.wav.mp3
cuve,"CUVE,",,,,subst. fém.,,,,"Récipient généralement de grande taille, installé durablement en un lieu, et dans lequel s'opère une modification du contenu.",,,,"Le vin nouveau qui fait sauter la bonde des cuves (Flaub., Tentation,1856, p. 630):",,,,\kyv\,,//upload.wikimedia.org/wikipedia/commons/transcoded/6/63/Fr-cuve.ogg/Fr-cuve.ogg.mp3
héler,"HÉLER,","Héleur,",,,verbe trans.,"subst. masc.,",,,"Appeler d'une voix forte et à distance (des marins, une embarcation, un navire), souvent à l'aide d'un porte-voix.",,,,"Ah çà, vous êtes donc sourd, capitaine, voilà une heure que je m'égosille à vous héler; nous sommes chassés, et par une frégate (Sue, Atar-Gull,1831, p. 19) :","Un ouvrier qui se trouvait là, battant la semelle sous un parapluie, au milieu d'autres héleurs de fiacres (Lorrain, Âmes automne,1898, p. 50).",,,\e.le\,,//upload.wikimedia.org/wikipedia/commons/transcoded/8/8e/LL-Q150_%28fra%29-Lyoko%C3%AF-h%C3%A9ler.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-h%C3%A9ler.wav.mp3
aloi,"ALOI,",,,,subst. masc.,,,,Alliage dans des proportions fixées.,,,,"1. Les matériaux employés le plus souvent [dans la fabrication des tuyaux d'orgue] sont : les bois de chêne, de sapin rouge, de noyer, érable, poivrier; l'étain pur, l'alliage d'étain avec une faible quantité de plomb qu'on appelle étoffe, et un mélange d'étain et de cuivre à 1/100, auquel on donne le nom d'aloi.
A. Lavignac, La Musique et les musiciens,1895, p. 91.",,,,\a.lwa\,,//upload.wikimedia.org/wikipedia/commons/transcoded/e/e5/LL-Q150_%28fra%29-LoquaxFR-aloi.wav/LL-Q150_%28fra%29-LoquaxFR-aloi.wav.mp3
roucoulant,"ROUCOULANT, -ANTE,",,,,part. prés. et adj.,,,,Qui roucoule.,,,,"D'innombrables pigeons vont et viennent sur les dalles chauffées au soleil, et dans ce silence inhabité leur promenade lustrée, noble, familière et roucoulante, est encore ce qui donne le mieux à mon esprit la mesure de la majesté du lieu (Tharaud, Marrakech, 1920, p. 79).",,,,\ʁu.ku.lɑ̃\,,
foudroyer,"FOUDROYER,",,,,verbe trans.,,,,Frapper de la foudre.,,,,"C'est Jupiter qui, dans Nonnus, foudroie Typhon ou Typhée avant de rétablir l'harmonie des cieux (Dupuis, Orig. cultes,1796, p. 583).",,,,\fu.dʁwa.je\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/1c/LL-Q150_%28fra%29-Lyoko%C3%AF-foudroyer.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-foudroyer.wav.mp3
lave,"LAVE1,","Lavique,",,,subst. fém.,adj.,,,Matière en fusion qui s'écoule des volcans au moment des éruptions.,Qui est de la nature de la lave.,,,"Lorsque j'arrivai à Naples, le Vésuve était en pleine éruption. Pendant le jour, la lave roulait ses flots noirs du côté de l'Annonziata (Quinet, All. et Ital.,1836, p. 198).","Il n'y a plus d'eau, Axel, mais une sorte de pâte lavique qui nous soulève avec elle jusqu'à l'orifice du cratère (Verne, Voy. centre terre,1864, p. 242).",,,\lav\,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/P%C4%81hoehoe_Lava_flow.JPG/220px-P%C4%81hoehoe_Lava_flow.JPG,//upload.wikimedia.org/wikipedia/commons/transcoded/b/ba/LL-Q150_%28fra%29-Fhala.K-lave.wav/LL-Q150_%28fra%29-Fhala.K-lave.wav.mp3
mire,"MIRE1,",,,,subst. fém.,,,,Action de mirer.,,,,"Ce canonnier prend sa mire (Ac.1835, 1878).",,,,\miʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Mire_RTL.jpg/220px-Mire_RTL.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/7/77/LL-Q150_%28fra%29-Lepticed7-mire.wav/LL-Q150_%28fra%29-Lepticed7-mire.wav.mp3
pondeuse,"PONDEUR, -EUSE,",,,,adj. et subst.,,,,"Qui pond des oeufs, qui en pond beaucoup.",,,,"On trouve, parmi les animaux fossiles, des formes composites (...), Reptiles à denture de Mammifères, Mammifères pondeurs d'oeufs comme des Reptiles (Cuénot, J. Rostand,Introd. génét., 1936, p.60):",,,,\pɔ̃.døz\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d6/LL-Q150_%28fra%29-WikiLucas00-pondeuse.wav/LL-Q150_%28fra%29-WikiLucas00-pondeuse.wav.mp3
luné,"LUNÉ, -ÉE,",,,,adj.,,,,Qui a la forme d'un disque ou d'un croissant.,,,,"Beau genet d'Espagne (...) aux paturons courts (...) et lunés (Hugo,Rhin,1842, p. 208).",,,,\ly.ne\,,
pieu,"PIEU1,",,,,subst. masc.,,,,"Morceau de bois rigide, long et droit, dont l'une des extrémités, rendue pointue, est destinée à être fichée en terre.",,,,"Les arbres restés encore debout semblaient des poteaux démesurés, des pieux gigantesques amputés et rasés par l'acier tranchant des serpes (Maupass,Contes et nouv., t.2, Pte Roque, 1885, p.1035).",,,,\pjø\,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Pieu_fun%C3%A9raire_-_itxeo_MHNT_ETH_2010_24_94.jpg/220px-Pieu_fun%C3%A9raire_-_itxeo_MHNT_ETH_2010_24_94.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/b/b5/Fr-pieu.ogg/Fr-pieu.ogg.mp3
pois,"POIS,",,,,subst. masc.,,,,"Légumineuse papilionacée dicotylédone vivace ou annuelle, dont certaines variétés potagères sont cultivées pour leurs graines.",,,,"On faisait la partie d'aller tous cueillir des framboises dans le bois, ou couper des branches de noisetier pour ramer les pois du jardin (Pourrat,Gaspard, 1922, p.153):",,,,\pwɑ\,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/NCI_peas_in_pod.jpg/220px-NCI_peas_in_pod.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d4/Fr-des_pois.ogg/Fr-des_pois.ogg.mp3
paré,"PARER1,",,,,verbe trans.,,,,Orner.,,,,"Parées d'étoffes sombres et le bandeau de perles au front, les femmes s'accoudent (...) sur les lits de pourpre (Villiers de L'I.-A.,Contes cruels, 1883, p.381).",,,,\pa.ʁe\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/96/LL-Q150_%28fra%29-VictorDtmtc-par%C3%A9.wav/LL-Q150_%28fra%29-VictorDtmtc-par%C3%A9.wav.mp3
